date,sleep_hours,workout_minutes,social_interaction_minutes,energy_level,mood,screen_time_minutes,sleep_quality,rainfall_mm,sunshine_hours
2023-06-17 22:15:25.239581,5.88,18,3,1,sad,418,3,61.35,3.03
2023-06-16 22:15:25.239581,4.26,39,8,3,depressed,466,3,38.21,11.09
2023-06-15 22:15:25.239581,5.97,38,112,2,bored,329,7,12.52,7.93
2023-06-14 22:15:25.239581,6.89,11,89,3,depressed,379,6,69.22,5.47
2023-06-13 22:15:25.239581,5.22,2,112,3,sad,479,5,30.98,6.9
2023-06-12 22:15:25.239581,8.72,62,171,7,content,117,9,82.45,5.09
2023-06-11 22:15:25.239581,8.43,30,63,8,content,174,9,14.83,9.66
2023-06-10 22:15:25.239581,6.56,4,83,1,stressed,381,4,69.86,4.9
2023-06-09 22:15:25.239581,6.66,27,25,6,depressed,319,3,12.63,11.84
2023-06-08 22:15:25.239581,6.14,2,55,2,bored,303,8,86.53,3.69
2023-06-07 22:15:25.239581,5.19,32,26,1,anxious,347,2,65.21,5.49
2023-06-06 22:15:25.239581,6.35,21,96,5,anxious,251,3,31.56,1.54
2023-06-05 22:15:25.239581,7.2,63,61,10,excited,81,1,18.93,4.96
2023-06-04 22:15:25.239581,6.43,5,52,1,stressed,420,6,31.93,11.78
2023-06-03 22:15:25.239581,6.57,59,22,1,bored,368,7,69.46,7.34
2023-06-02 22:15:25.239581,6.4,5,79,1,stressed,365,6,84.29,7.47
2023-06-01 22:15:25.239581,6.82,107,200,10,happy,126,2,91.22,11.71
2023-05-31 22:15:25.239581,7.87,36,73,9,happy,216,4,87.88,5.35
2023-05-30 22:15:25.239581,6.42,50,117,8,happy,111,2,56.6,9.33
2023-05-29 22:15:25.239581,4.33,23,106,4,anxious,283,6,68.2,9.85
2023-05-28 22:15:25.239581,7.21,60,188,8,happy,213,4,10.14,7.15
2023-05-27 22:15:25.239581,4.64,1,118,3,sad,320,3,66.87,6.56
2023-05-26 22:15:25.239581,5.79,15,95,5,anxious,465,3,81.59,10.31
2023-05-25 22:15:25.239581,8.93,40,214,8,happy,117,1,20.34,8.04
2023-05-24 22:15:25.239581,6.38,42,69,1,anxious,333,1,29.98,6.58
2023-05-23 22:15:25.239581,4.99,8,68,3,bored,449,7,62.68,2.49
2023-05-22 22:15:25.239581,6.13,101,63,10,excited,70,4,15.23,4.84
2023-05-21 22:15:25.239581,6.44,33,145,8,relaxed,100,7,38.14,5.71
2023-05-20 22:15:25.239581,6.45,23,30,6,anxious,383,6,8.87,3.69
2023-05-19 22:15:25.239581,6.92,54,300,9,relaxed,220,9,31.71,8.51
2023-05-18 22:15:25.239581,8.31,106,186,8,happy,186,6,72.02,0.24
2023-05-17 22:15:25.239581,5.23,58,90,4,sad,443,1,18.29,8.85
2023-05-16 22:15:25.239581,4.7,45,54,1,bored,421,8,38.88,0.85
2023-05-15 22:15:25.239581,6.77,47,107,8,excited,68,6,93.15,9.73
2023-05-14 22:15:25.239581,5.29,42,116,3,sad,480,6,81.65,11.49
2023-05-13 22:15:25.239581,4.83,10,50,4,sad,375,2,36.89,10.53
2023-05-12 22:15:25.239581,4.07,49,68,3,depressed,473,4,67.17,3.9
2023-05-11 22:15:25.239581,5.08,16,47,1,anxious,439,2,88.4,7.22
2023-05-10 22:15:25.239581,4.39,18,111,6,bored,324,10,27.35,4.44
2023-05-09 22:15:25.239581,8.58,113,89,8,relaxed,172,7,61.25,9.7
2023-05-08 22:15:25.239581,6.81,55,59,6,stressed,336,2,53.07,1.64
2023-05-07 22:15:25.239581,6.29,49,101,5,anxious,295,2,34.86,8.27
2023-05-06 22:15:25.239581,6.51,51,27,5,anxious,278,2,66.03,7.58
2023-05-05 22:15:25.239581,8.77,44,103,9,excited,74,6,61.55,4.34
2023-05-04 22:15:25.239581,7.26,52,139,7,excited,142,5,95.72,3.95
2023-05-03 22:15:25.239581,6.84,43,18,6,sad,442,3,60.11,8.41
2023-05-02 22:15:25.239581,6.57,55,39,2,sad,471,2,49.07,9.3
2023-05-01 22:15:25.239581,6.13,3,71,6,depressed,366,1,42.51,10.79
2023-04-30 22:15:25.239581,7.73,85,191,7,happy,213,6,25.52,6.49
2023-04-29 22:15:25.239581,8.53,78,129,9,happy,103,6,56.61,7.22
2023-04-28 22:15:25.239581,6.59,109,258,8,excited,106,1,41.16,10.19
2023-04-27 22:15:25.239581,6.31,98,265,10,happy,110,5,19.41,7.5
2023-04-26 22:15:25.239581,6.43,46,61,5,sad,393,6,53.87,7.02
2023-04-25 22:15:25.239581,4.34,2,48,3,anxious,314,6,44.88,1.23
2023-04-24 22:15:25.239581,7.18,108,65,9,relaxed,214,9,90.34,10.49
2023-04-23 22:15:25.239581,7.12,111,193,8,content,65,10,91.57,10.09
2023-04-22 22:15:25.239581,7.15,45,282,10,happy,202,4,7.04,8.43
2023-04-21 22:15:25.239581,4.87,50,6,5,depressed,344,3,49.77,11.6
2023-04-20 22:15:25.239581,8.53,85,169,8,excited,117,6,45.31,9.6
2023-04-19 22:15:25.239581,8.05,75,279,9,relaxed,184,7,67.38,7.3
2023-04-18 22:15:25.239581,5.15,10,74,6,sad,456,4,78.27,6.31
2023-04-17 22:15:25.239581,7.64,44,254,7,content,94,9,34.32,4.46
2023-04-16 22:15:25.239581,6.01,17,58,6,depressed,323,6,42.16,0.13
2023-04-15 22:15:25.239581,7.84,112,146,8,relaxed,92,8,41.48,5.68
2023-04-14 22:15:25.239581,4.32,51,17,2,stressed,328,6,13.95,10.49
2023-04-13 22:15:25.239581,5.17,0,40,6,stressed,272,6,42.92,0.9
2023-04-12 22:15:25.239581,6.95,57,107,5,angry,371,5,19.74,2.01
2023-04-11 22:15:25.239581,4.39,39,99,1,bored,308,10,2.09,8.61
2023-04-10 22:15:25.239581,6.05,50,288,7,excited,214,5,22.87,5.96
2023-04-09 22:15:25.239581,4.82,46,32,4,depressed,292,4,33.9,11.52
2023-04-08 22:15:25.239581,6.14,20,76,4,angry,452,6,0.93,4.09
2023-04-07 22:15:25.239581,8.49,49,152,7,happy,82,4,22.86,8.37
2023-04-06 22:15:25.239581,6.44,42,75,8,content,182,8,78.01,11.87
2023-04-05 22:15:25.239581,4.48,2,56,5,sad,423,4,34.45,3.38
2023-04-04 22:15:25.239581,6.77,60,86,1,stressed,247,5,37.79,1.73
2023-04-03 22:15:25.239581,7.49,98,209,7,relaxed,113,10,13.97,6.86
2023-04-02 22:15:25.239581,6.53,56,151,7,excited,95,4,60.75,1.31
2023-04-01 22:15:25.239581,7.34,109,63,9,relaxed,65,7,93.12,0.28
2023-03-31 22:15:25.239581,4.94,41,59,4,stressed,465,3,14.76,3.98
2023-03-30 22:15:25.239581,4.83,11,39,1,bored,439,8,32.01,4.91
2023-03-29 22:15:25.239581,8.87,116,173,9,happy,139,3,28.63,2.35
2023-03-28 22:15:25.239581,6.63,7,103,1,stressed,362,4,2.34,8.5
2023-03-27 22:15:25.239581,5.6,41,50,1,depressed,381,1,64.74,0.69
2023-03-26 22:15:25.239581,6.27,55,4,5,angry,348,6,70.42,2.05
2023-03-25 22:15:25.239581,6.46,76,243,9,relaxed,73,10,30.51,0.29
2023-03-24 22:15:25.239581,6.09,46,70,4,angry,466,5,36.92,10.4
2023-03-23 22:15:25.239581,4.56,37,120,5,bored,339,7,22.69,7.89
2023-03-22 22:15:25.239581,4.57,46,102,3,stressed,466,3,83.67,4.94
2023-03-21 22:15:25.239581,4.77,49,31,4,stressed,327,3,52.12,2.88
2023-03-20 22:15:25.239581,8.3,33,148,9,relaxed,165,10,81.32,1.32
2023-03-19 22:15:25.239581,6.31,48,22,5,stressed,363,2,40.24,5.09
2023-03-18 22:15:25.239581,6.88,120,81,10,relaxed,114,9,96.69,1.01
2023-03-17 22:15:25.239581,5.47,57,60,4,anxious,459,5,79.85,6.9
2023-03-16 22:15:25.239581,6.54,90,203,9,happy,114,2,12.87,2.26
2023-03-15 22:15:25.239581,4.92,32,85,1,bored,464,10,23.86,1.6
2023-03-14 22:15:25.239581,5.35,11,64,2,anxious,372,2,12.54,3.09
2023-03-13 22:15:25.239581,4.89,51,59,3,sad,280,4,77.93,3.31
2023-03-12 22:15:25.239581,5.31,27,86,1,bored,329,7,0.03,5.95
2023-03-11 22:15:25.239581,6.65,38,162,9,happy,116,2,0.91,6.33
2023-03-10 22:15:25.239581,6.37,69,67,10,happy,157,4,99.59,2.94
2023-03-09 22:15:25.239581,4.49,40,66,5,stressed,340,5,81.75,11.9
2023-03-08 22:15:25.239581,4.57,48,38,1,stressed,290,1,93.85,7.79
2023-03-07 22:15:25.239581,5.35,6,14,3,angry,281,3,74.31,2.92
2023-03-06 22:15:25.239581,6.62,53,227,10,relaxed,197,10,77.55,3.66
2023-03-05 22:15:25.239581,5.85,53,66,5,bored,293,8,84.35,2.88
2023-03-04 22:15:25.239581,8.42,115,195,7,content,118,9,7.54,4.71
2023-03-03 22:15:25.239581,6.1,50,1,1,bored,369,8,63.2,11.23
2023-03-02 22:15:25.239581,4.06,59,97,1,stressed,429,3,72.32,6.65
2023-03-01 22:15:25.239581,7.57,115,231,8,relaxed,116,7,0.43,5.07
2023-02-28 22:15:25.239581,5.47,17,114,1,depressed,304,1,51.53,11.57
2023-02-27 22:15:25.239581,8.02,58,120,10,happy,194,2,36.73,3.01
2023-02-26 22:15:25.239581,6.54,103,297,7,happy,210,4,8.96,5.82
2023-02-25 22:15:25.239581,6.69,59,8,3,angry,332,3,82.25,10.22
2023-02-24 22:15:25.239581,5.37,1,6,2,bored,411,7,39.65,11.69
2023-02-23 22:15:25.239581,4.95,6,9,5,stressed,458,1,35.39,5.51
2023-02-22 22:15:25.239581,8.14,63,215,8,content,137,8,66.43,10.66
2023-02-21 22:15:25.239581,4.22,19,64,6,stressed,269,4,22.35,4.78
2023-02-20 22:15:25.239581,6.18,62,75,10,happy,95,5,31.32,9.43
2023-02-19 22:15:25.239581,4.77,50,19,4,sad,294,2,30.11,7.8
2023-02-18 22:15:25.239581,6.71,18,51,5,depressed,279,1,45.14,5.6
2023-02-17 22:15:25.239581,8.42,96,169,7,happy,209,2,48.69,9.03
2023-02-16 22:15:25.239581,6.4,49,80,7,happy,173,6,86.3,2.75
2023-02-15 22:15:25.239581,7.02,88,279,8,relaxed,235,10,44.41,8.67
2023-02-14 22:15:25.239581,5.95,2,31,5,anxious,272,1,86.95,7.39
2023-02-13 22:15:25.239581,5.33,33,58,3,angry,281,4,4.1,2.46
2023-02-12 22:15:25.239581,6.06,16,97,5,depressed,249,5,65.35,9.08
2023-02-11 22:15:25.239581,4.06,2,86,4,bored,439,7,82.4,10.83
2023-02-10 22:15:25.239581,5.74,38,113,1,angry,402,1,60.68,4.13
2023-02-09 22:15:25.239581,5.03,23,59,5,sad,375,1,66.6,0.9
2023-02-08 22:15:25.239581,8.61,107,267,7,content,79,7,99.48,6.59
2023-02-07 22:15:25.239581,6.65,34,101,7,excited,174,5,11.73,6.95
2023-02-06 22:15:25.239581,8.23,102,300,9,content,76,8,80.2,7.67
2023-02-05 22:15:25.239581,6.53,59,266,8,content,196,9,59.88,7.75
2023-02-04 22:15:25.239581,7.68,116,144,8,happy,114,1,86.91,2.44
2023-02-03 22:15:25.239581,7.45,49,220,10,happy,231,4,16.77,11.16
2023-02-02 22:15:25.239581,8.71,31,101,8,happy,91,6,54.55,8.6
2023-02-01 22:15:25.239581,5.77,0,5,1,sad,413,4,71.51,2.96
2023-01-31 22:15:25.239581,7.36,56,255,9,relaxed,214,9,32.74,8.84
2023-01-30 22:15:25.239581,6.72,3,72,1,anxious,476,2,21.17,6.39
2023-01-29 22:15:25.239581,4.81,0,120,6,stressed,457,3,3.82,6.34
2023-01-28 22:15:25.239581,6.28,96,251,8,relaxed,239,7,41.12,7.65
2023-01-27 22:15:25.239581,6.23,10,93,4,anxious,371,6,77.65,5.0
2023-01-26 22:15:25.239581,5.47,12,68,6,anxious,323,4,64.9,8.53
2023-01-25 22:15:25.239581,5.54,40,101,4,sad,459,1,86.96,7.45
2023-01-24 22:15:25.239581,5.02,14,94,5,depressed,465,2,98.99,10.64
2023-01-23 22:15:25.239581,6.21,4,106,4,angry,273,5,83.94,11.59
2023-01-22 22:15:25.239581,5.66,6,66,5,angry,366,5,28.68,1.3
2023-01-21 22:15:25.239581,6.24,43,274,9,content,184,7,9.03,4.82
2023-01-20 22:15:25.239581,7.49,35,207,7,excited,160,5,68.92,10.53
2023-01-19 22:15:25.239581,6.53,15,10,5,sad,322,1,20.57,9.36
2023-01-18 22:15:25.239581,5.12,21,85,6,anxious,432,2,54.7,3.87
2023-01-17 22:15:25.239581,6.33,85,189,9,happy,78,1,78.88,5.59
2023-01-16 22:15:25.239581,5.72,2,73,5,bored,342,7,29.97,1.68
2023-01-15 22:15:25.239581,7.48,56,269,10,content,102,8,2.09,2.94
2023-01-14 22:15:25.239581,5.29,31,105,3,sad,355,2,34.05,2.01
2023-01-13 22:15:25.239581,6.83,21,110,5,bored,343,8,6.57,4.67
2023-01-12 22:15:25.239581,7.3,102,191,9,happy,193,5,95.08,1.27
2023-01-11 22:15:25.239581,6.27,55,98,1,bored,247,8,77.87,0.9
2023-01-10 22:15:25.239581,5.43,34,36,5,depressed,291,5,87.26,9.25
2023-01-09 22:15:25.239581,7.3,91,180,10,content,181,8,97.04,8.04
2023-01-08 22:15:25.239581,7.46,30,62,10,relaxed,186,7,47.24,4.49
2023-01-07 22:15:25.239581,6.17,27,73,2,bored,327,9,10.34,0.56
2023-01-06 22:15:25.239581,6.21,48,23,6,angry,408,2,38.83,11.33
2023-01-05 22:15:25.239581,5.94,60,29,6,bored,253,9,55.36,10.29
2023-01-04 22:15:25.239581,6.66,29,115,1,sad,291,5,15.41,1.94
2023-01-03 22:15:25.239581,7.48,95,296,7,excited,222,6,16.08,6.0
2023-01-02 22:15:25.239581,5.02,31,53,4,anxious,450,3,41.63,9.6
2023-01-01 22:15:25.239581,4.81,35,75,3,bored,373,7,14.54,5.61
2022-12-31 22:15:25.239581,6.9,73,272,7,content,144,10,89.36,4.97
2022-12-30 22:15:25.239581,5.49,41,19,5,bored,465,8,95.57,2.11
2022-12-29 22:15:25.239581,6.58,39,59,3,sad,259,5,37.75,0.51
2022-12-28 22:15:25.239581,7.59,96,80,7,relaxed,110,8,92.48,6.52
2022-12-27 22:15:25.239581,4.18,58,103,5,anxious,353,3,58.75,11.17
2022-12-26 22:15:25.239581,5.44,44,28,3,anxious,337,4,78.74,5.93
2022-12-25 22:15:25.239581,4.05,59,75,6,stressed,347,3,2.29,0.76
2022-12-24 22:15:25.239581,7.0,66,133,9,happy,192,4,15.91,4.57
2022-12-23 22:15:25.239581,6.35,40,35,4,depressed,468,6,47.16,1.59
2022-12-22 22:15:25.239581,6.97,42,150,7,relaxed,184,7,99.38,11.52
2022-12-21 22:15:25.239581,5.46,36,102,2,sad,312,6,48.47,5.94
2022-12-20 22:15:25.239581,8.9,97,152,7,content,174,8,45.72,8.81
2022-12-19 22:15:25.239581,8.54,95,139,9,relaxed,179,9,66.56,6.9
2022-12-18 22:15:25.239581,4.1,1,71,5,sad,475,3,92.63,4.11
2022-12-17 22:15:25.239581,8.27,88,209,7,excited,136,1,93.35,1.21
2022-12-16 22:15:25.239581,6.21,30,147,7,relaxed,240,9,11.9,6.98
2022-12-15 22:15:25.239581,4.77,46,59,5,sad,452,3,25.75,7.14
2022-12-14 22:15:25.239581,8.63,86,282,10,happy,207,6,12.48,7.28
2022-12-13 22:15:25.239581,4.64,8,98,4,bored,297,7,74.22,1.91
2022-12-12 22:15:25.239581,6.25,112,100,7,happy,154,4,25.69,4.57
2022-12-11 22:15:25.239581,4.19,23,110,2,bored,324,10,38.85,6.43
2022-12-10 22:15:25.239581,6.61,61,277,10,excited,131,2,23.01,0.51
2022-12-09 22:15:25.239581,6.36,96,143,7,content,84,10,9.71,3.12
2022-12-08 22:15:25.239581,6.5,51,116,6,depressed,357,1,42.49,2.55
2022-12-07 22:15:25.239581,7.36,80,60,9,relaxed,188,10,20.92,3.42
2022-12-06 22:15:25.239581,4.52,8,75,4,angry,343,4,83.47,7.39
2022-12-05 22:15:25.239581,5.37,42,7,4,anxious,252,1,52.51,6.58
2022-12-04 22:15:25.239581,6.11,19,54,1,anxious,336,6,98.56,7.78
2022-12-03 22:15:25.239581,5.64,25,42,1,angry,373,6,52.59,9.79
2022-12-02 22:15:25.239581,4.76,50,27,3,anxious,395,4,86.05,2.97
2022-12-01 22:15:25.239581,7.5,69,118,9,relaxed,138,9,63.79,7.76
2022-11-30 22:15:25.239581,6.21,55,101,6,depressed,425,5,38.13,7.13
2022-11-29 22:15:25.239581,7.42,43,211,9,happy,216,6,76.91,10.77
2022-11-28 22:15:25.239581,6.94,76,263,10,excited,94,1,60.87,1.96
2022-11-27 22:15:25.239581,6.33,32,51,5,stressed,256,2,57.03,10.25
2022-11-26 22:15:25.239581,8.59,44,85,8,relaxed,222,7,32.53,7.64
2022-11-25 22:15:25.239581,7.86,37,193,7,happy,179,2,14.1,2.42
2022-11-24 22:15:25.239581,5.79,0,31,3,sad,244,1,64.12,11.25
2022-11-23 22:15:25.239581,6.7,40,80,7,excited,199,1,39.67,4.76
2022-11-22 22:15:25.239581,7.93,56,202,10,excited,216,6,40.96,1.31
2022-11-21 22:15:25.239581,5.68,16,114,2,stressed,372,3,78.07,3.14
2022-11-20 22:15:25.239581,6.92,65,186,9,content,180,10,29.98,10.78
2022-11-19 22:15:25.239581,6.74,87,162,9,relaxed,109,10,73.67,2.88
2022-11-18 22:15:25.239581,6.77,18,110,2,angry,410,3,91.5,1.81
2022-11-17 22:15:25.239581,5.79,9,107,1,stressed,429,6,37.15,7.79
2022-11-16 22:15:25.239581,7.81,55,127,8,relaxed,116,7,11.52,1.48
2022-11-15 22:15:25.239581,6.97,16,33,4,sad,418,3,51.7,5.04
2022-11-14 22:15:25.239581,4.05,0,34,6,bored,243,7,86.47,2.04
2022-11-13 22:15:25.239581,8.14,82,187,9,relaxed,72,7,49.02,7.81
2022-11-12 22:15:25.239581,5.07,24,119,6,depressed,289,5,46.06,0.53
2022-11-11 22:15:25.239581,8.72,31,233,7,excited,61,1,88.24,5.65
2022-11-10 22:15:25.239581,5.51,26,7,4,depressed,462,6,60.23,4.0
2022-11-09 22:15:25.239581,6.04,32,49,6,stressed,377,6,8.96,0.95
2022-11-08 22:15:25.239581,6.48,9,19,2,stressed,323,4,61.28,7.1
2022-11-07 22:15:25.239581,4.03,42,57,3,anxious,372,6,59.79,8.05
2022-11-06 22:15:25.239581,5.16,36,86,6,stressed,250,5,76.36,1.82
2022-11-05 22:15:25.239581,7.8,107,226,9,excited,95,6,30.46,6.84
2022-11-04 22:15:25.239581,8.71,114,265,10,happy,70,4,75.34,8.34
2022-11-03 22:15:25.239581,5.1,11,29,2,anxious,366,5,69.44,9.93
2022-11-02 22:15:25.239581,8.06,66,216,8,relaxed,222,10,76.82,3.36
2022-11-01 22:15:25.239581,5.98,52,39,3,angry,299,4,4.26,11.79
2022-10-31 22:15:25.239581,6.12,27,111,6,stressed,419,2,8.41,4.59
2022-10-30 22:15:25.239581,6.97,94,221,7,excited,202,6,35.48,4.73
2022-10-29 22:15:25.239581,4.07,18,78,4,anxious,416,3,81.02,8.11
2022-10-28 22:15:25.239581,6.23,24,58,3,stressed,379,2,80.27,2.58
2022-10-27 22:15:25.239581,8.59,73,168,8,excited,147,1,13.77,5.95
2022-10-26 22:15:25.239581,7.58,91,114,7,happy,141,2,57.38,6.33
2022-10-25 22:15:25.239581,5.73,10,112,6,angry,467,2,41.83,9.26
2022-10-24 22:15:25.239581,4.77,37,43,4,sad,467,2,62.45,2.85
2022-10-23 22:15:25.239581,7.95,69,285,9,content,164,7,13.13,7.36
2022-10-22 22:15:25.239581,8.74,98,285,9,excited,112,2,89.42,9.01
2022-10-21 22:15:25.239581,4.11,25,3,2,anxious,428,4,94.81,2.87
2022-10-20 22:15:25.239581,4.42,17,65,4,stressed,273,3,20.1,11.41
2022-10-19 22:15:25.239581,8.23,75,223,10,happy,219,3,11.54,10.9
2022-10-18 22:15:25.239581,4.11,6,112,4,anxious,468,4,1.57,7.29
2022-10-17 22:15:25.239581,6.32,20,94,6,anxious,319,3,91.18,5.14
2022-10-16 22:15:25.239581,5.24,6,91,6,bored,303,7,81.26,7.64
2022-10-15 22:15:25.239581,5.16,15,14,2,anxious,260,4,86.89,8.15
2022-10-14 22:15:25.239581,4.98,5,106,6,anxious,437,6,15.1,10.32
2022-10-13 22:15:25.239581,6.4,53,134,10,happy,90,6,47.43,5.16
2022-10-12 22:15:25.239581,8.57,52,259,10,content,90,7,16.83,5.93
2022-10-11 22:15:25.239581,7.09,116,84,8,content,158,10,60.08,9.88
2022-10-10 22:15:25.239581,7.24,67,84,7,content,112,9,71.86,6.11
2022-10-09 22:15:25.239581,4.79,46,26,1,stressed,447,2,45.86,1.47
2022-10-08 22:15:25.239581,5.97,2,36,1,stressed,440,1,96.67,0.17
2022-10-07 22:15:25.239581,8.87,53,213,9,excited,183,5,11.73,1.49
2022-10-06 22:15:25.239581,6.84,15,4,4,sad,468,1,95.7,10.76
2022-10-05 22:15:25.239581,6.94,53,17,3,angry,426,6,28.46,10.77
2022-10-04 22:15:25.239581,5.62,42,116,4,depressed,457,2,39.39,1.04
2022-10-03 22:15:25.239581,7.77,38,108,7,happy,229,6,5.47,6.35
2022-10-02 22:15:25.239581,6.42,114,67,8,happy,186,3,5.11,3.51
2022-10-01 22:15:25.239581,6.06,95,283,8,happy,106,1,87.33,4.86
2022-09-30 22:15:25.239581,7.02,76,173,7,happy,100,3,15.62,11.0
2022-09-29 22:15:25.239581,8.67,89,210,10,content,141,8,2.36,3.11
2022-09-28 22:15:25.239581,4.43,31,112,4,stressed,246,4,92.39,4.73
2022-09-27 22:15:25.239581,6.88,88,286,8,happy,217,6,21.65,4.52
2022-09-26 22:15:25.239581,4.14,53,1,2,depressed,317,3,82.92,11.47
2022-09-25 22:15:25.239581,6.13,15,94,2,angry,340,6,90.28,7.06
2022-09-24 22:15:25.239581,6.94,45,101,6,depressed,388,4,45.61,1.81
2022-09-23 22:15:25.239581,4.02,60,8,2,sad,392,2,7.15,9.11
2022-09-22 22:15:25.239581,4.04,27,105,3,depressed,264,2,38.49,8.56
2022-09-21 22:15:25.239581,6.52,18,100,5,bored,297,10,19.05,5.61
2022-09-20 22:15:25.239581,4.32,42,28,6,anxious,292,4,41.63,4.01
2022-09-19 22:15:25.239581,6.36,23,102,6,anxious,314,6,64.28,0.34
2022-09-18 22:15:25.239581,7.02,112,163,9,excited,207,2,45.61,8.38
2022-09-17 22:15:25.239581,5.75,20,52,3,stressed,434,5,40.99,5.02
2022-09-16 22:15:25.239581,4.27,47,95,2,bored,246,10,81.46,1.25
2022-09-15 22:15:25.239581,8.72,53,175,8,content,92,10,16.27,7.48
2022-09-14 22:15:25.239581,4.37,58,96,3,sad,319,6,71.19,0.87
2022-09-13 22:15:25.239581,5.18,1,36,3,depressed,457,3,13.65,0.36
2022-09-12 22:15:25.239581,6.45,41,4,3,angry,439,2,75.57,7.4
2022-09-11 22:15:25.239581,7.66,81,137,9,content,181,8,12.92,4.82
2022-09-10 22:15:25.239581,8.01,96,182,7,relaxed,86,9,77.13,2.6
2022-09-09 22:15:25.239581,6.1,42,15,5,bored,252,7,88.67,1.7
2022-09-08 22:15:25.239581,5.64,31,118,1,sad,279,1,94.76,2.96
2022-09-07 22:15:25.239581,6.77,63,127,10,happy,78,3,69.43,3.37
2022-09-06 22:15:25.239581,6.53,47,24,1,depressed,411,3,49.29,8.24
2022-09-05 22:15:25.239581,6.34,0,60,2,bored,247,8,49.46,10.65
2022-09-04 22:15:25.239581,6.35,56,286,9,happy,61,6,48.6,3.9
2022-09-03 22:15:25.239581,8.24,90,128,9,excited,121,6,17.31,4.91
2022-09-02 22:15:25.239581,4.28,53,16,1,angry,324,5,44.14,11.58
2022-09-01 22:15:25.239581,5.74,32,101,2,angry,440,3,57.04,2.31
2022-08-31 22:15:25.239581,6.03,85,216,9,happy,152,3,54.64,5.36
2022-08-30 22:15:25.239581,4.89,3,22,6,sad,347,2,4.68,2.62
2022-08-29 22:15:25.239581,7.47,38,168,10,excited,77,5,79.53,5.56
2022-08-28 22:15:25.239581,4.95,0,26,1,sad,294,3,60.25,1.42
2022-08-27 22:15:25.239581,4.27,55,54,3,stressed,336,5,80.74,2.84
2022-08-26 22:15:25.239581,4.82,22,22,4,depressed,385,6,87.81,9.37
2022-08-25 22:15:25.239581,5.1,28,45,6,anxious,428,5,30.22,11.71
2022-08-24 22:15:25.239581,5.33,32,3,5,stressed,307,6,46.79,8.34
2022-08-23 22:15:25.239581,7.18,48,155,10,happy,222,5,48.58,7.61
2022-08-22 22:15:25.239581,6.47,20,76,4,depressed,268,6,59.3,7.8
2022-08-21 22:15:25.239581,4.61,30,20,6,sad,253,1,70.43,11.89
2022-08-20 22:15:25.239581,4.12,50,54,2,anxious,353,5,34.07,6.44
2022-08-19 22:15:25.239581,6.67,119,196,7,excited,166,1,96.26,10.8
2022-08-18 22:15:25.239581,4.49,12,33,4,depressed,394,5,7.99,3.31
2022-08-17 22:15:25.239581,6.7,50,54,2,anxious,430,6,4.72,9.63
2022-08-16 22:15:25.239581,8.93,114,136,9,happy,140,1,53.02,5.05
2022-08-15 22:15:25.239581,6.23,119,290,8,excited,170,6,71.86,7.37
2022-08-14 22:15:25.239581,4.27,11,89,5,angry,311,3,86.68,5.75
2022-08-13 22:15:25.239581,5.73,8,93,4,stressed,334,6,69.39,5.12
2022-08-12 22:15:25.239581,5.86,43,25,1,bored,258,9,49.47,8.62
2022-08-11 22:15:25.239581,6.42,57,81,2,bored,287,8,59.26,0.95
2022-08-10 22:15:25.239581,6.91,51,51,5,bored,479,9,89.97,6.5
2022-08-09 22:15:25.239581,8.35,39,144,7,excited,133,4,19.41,7.49
2022-08-08 22:15:25.239581,6.91,54,61,2,bored,401,10,89.48,11.08
2022-08-07 22:15:25.239581,6.75,21,67,1,anxious,457,6,3.64,2.21
2022-08-06 22:15:25.239581,4.96,29,23,2,angry,437,6,62.81,9.04
2022-08-05 22:15:25.239581,5.77,37,36,3,anxious,310,6,54.03,1.87
2022-08-04 22:15:25.239581,4.42,36,19,3,stressed,270,4,16.31,8.07
2022-08-03 22:15:25.239581,6.23,28,17,6,sad,393,6,87.81,2.86
2022-08-02 22:15:25.239581,4.98,13,74,6,bored,245,7,4.91,8.54
2022-08-01 22:15:25.239581,6.02,86,195,10,excited,64,4,46.81,7.04
2022-07-31 22:15:25.239581,6.56,53,5,4,sad,262,2,78.24,7.8
2022-07-30 22:15:25.239581,5.62,35,61,3,bored,358,9,15.69,8.15
2022-07-29 22:15:25.239581,7.33,92,177,9,content,105,10,40.45,6.27
2022-07-28 22:15:25.239581,7.51,47,147,9,excited,208,6,72.5,9.06
2022-07-27 22:15:25.239581,6.83,41,42,2,angry,419,5,27.23,3.23
2022-07-26 22:15:25.239581,6.44,16,115,6,depressed,365,6,76.35,7.02
2022-07-25 22:15:25.239581,6.55,34,110,1,depressed,396,2,42.11,0.83
2022-07-24 22:15:25.239581,6.37,38,120,7,relaxed,75,9,2.53,1.58
2022-07-23 22:15:25.239581,8.97,111,114,8,content,197,7,83.51,2.77
2022-07-22 22:15:25.239581,6.11,76,296,7,excited,93,1,8.18,3.01
2022-07-21 22:15:25.239581,4.36,6,85,4,stressed,311,6,16.7,1.46
2022-07-20 22:15:25.239581,7.98,111,83,9,content,79,9,23.71,10.67
2022-07-19 22:15:25.239581,4.59,10,115,4,anxious,271,3,56.66,11.88
2022-07-18 22:15:25.239581,4.37,12,102,3,sad,366,2,81.81,6.76
2022-07-17 22:15:25.239581,6.77,94,130,7,content,70,9,15.92,5.23
